Subject,z_latents_batch,ASD,HSD,HSD95,DSC,Err_Vol_CM3,Err_Vol_Percent,fold,source
['db145_rf'],"Parameter containing: tensor([[-1.2948,  0.0793,  1.5972, -0.7000,  0.6128, -0.0995,  0.6892, -0.0617, 0.2826,  0.9757, -0.6116,  1.2137,  0.8645, -0.0393, -0.1169, -1.3262, 0.7421,  1.2487,  0.2404, -1.5019,  0.8706,  0.6402, -1.2821, -0.4465, 0.0334, -0.7922,  0.9616, -0.4488, -1.8532,  0.5158, -0.7212, -0.9787, -0.4123, -1.4948,  0.4397, -0.1771,  0.1740, -1.7024, -2.3605,  1.5504, -0.0898,  0.4486,  1.6384, -0.7248,  0.3156,  0.1722,  0.9522, -0.1189, -1.3343,  0.6532,  0.4962,  1.0777, -0.1507,  1.2534,  0.5968, -0.5980, -1.7726,  0.3912,  0.0652, -1.2328,  0.8814,  0.9323,  0.9193,  0.5547, -0.2916, -0.6503, -0.7273,  2.1936,  0.3747,  0.7910, -1.1522,  0.3876, 0.6727, -0.4979,  0.3626, -0.5678,  1.0578,  0.6890,  2.7148,  0.7060, -0.6118,  0.4762, -1.0430,  0.3895, -0.7572,  0.7221, -0.7368,  0.9730, 0.1141, -0.1978,  0.2442, -1.1477, -0.1102,  0.0845, -0.4501,  0.7796, -1.0028, -0.4166,  1.0508, -0.6268,  0.6976, -0.3110, -2.1893,  0.5596, -0.5498, -0.8386, -0.1926,  1.6907, -1.3534,  0.4809, -0.0802,  0.5638, -0.4738,  0.6601, -0.4478,  0.4439,  0.3549, -0.7734, -0.4851,  0.3262, 0.9185,  0.2837,  0.5746, -0.8258, -0.5370, -0.4780, -0.7238, -0.4732]], device='cuda:0', requires_grad=True) tensor([ 72,  64, 225]) tensor([ 72,  64, 225]) Batch prediction time: 174.6s labels_pred_cpu SHAPE (1, 1, 72, 64, 225) labels_gt_cpu SHAPE (1, 1, 72, 64, 225)",0.3757,6.3984,1.5996,0.9455,0.5895,0.3975,2,Fold_2_Test_Set_healthy
['do125_rf'],"Parameter containing: tensor([[-1.5295,  0.0361, -1.5389, -0.4687,  0.7934,  0.2932, -0.6389, -0.2270, -1.1408,  1.0730, -1.7744, -0.1966,  1.1069, -0.1589, -0.8246,  2.8914, 0.6155, -1.0488, -1.0009,  1.2203,  0.0785,  1.8523,  1.1982, -0.1057, 0.4210,  0.4741,  0.1369,  1.1876,  0.8259, -0.0546, -0.6262, -0.9970, 0.7214, -0.2234,  0.9610, -1.8911, -0.9313,  0.6398,  0.2470,  0.1500, 1.0088, -2.7352,  0.6409, -1.3012, -0.8000, -0.9412,  0.3913, -2.8039, 0.9198, -1.6032,  0.0550, -0.2183, -1.8473,  0.3357,  2.2302, -0.2448, -1.0072, -1.0780, -0.1312, -0.9751, -1.3856, -0.2908,  0.9821, -1.7683, -1.0096,  0.7641, -0.6951, -0.0495,  1.6568, -2.1691,  0.6426, -0.7268, 2.4272,  0.3505, -0.6720,  0.2874, -0.9452,  0.0184,  2.7545,  1.5072, 0.8135,  1.0990, -1.0494,  0.0874,  1.0812,  1.8748, -1.8431, -1.8713, 0.9877,  0.3040, -1.5304, -0.3224,  0.5015,  0.6180, -0.0940, -0.0345, 0.3219,  1.3464, -0.4860,  2.1551,  0.7806, -0.7966, -1.3061, -0.2050, 1.5963,  0.9997, -0.0835,  1.2485,  0.1063,  0.9871,  0.0522, -1.8448, -1.2753,  0.6880,  2.2892, -0.0407,  1.0352,  0.7041,  1.1373, -0.4099, -1.7116,  1.4007, -2.3382,  1.8093, -0.3143,  0.6318,  0.6159,  0.5693]], device='cuda:0', requires_grad=True) tensor([105,  50, 183]) tensor([105,  50, 183]) Batch prediction time: 161.3s labels_pred_cpu SHAPE (1, 1, 105, 50, 183) labels_gt_cpu SHAPE (1, 1, 105, 50, 183)",0.8746,26.1261,8.7087,0.905,2.3678,3.2832,2,Fold_2_Test_Set_healthy
['gg131_rf'],"Parameter containing: tensor([[ 1.0233,  1.1926,  0.4873,  0.9246, -0.2349,  0.4997,  0.1130, -0.3555, -1.0195,  0.2180, -0.2389,  0.6757,  0.6752, -0.3050,  1.2848,  0.2980, -0.9692,  0.0888,  0.0224,  0.1163,  0.0788,  0.3514, -1.1289, -0.0198, 0.1370,  1.0806,  0.5634,  0.1633,  0.2081, -0.7846,  1.6361,  0.7850, -0.6661, -1.7221, -0.0049, -0.4369,  0.8667, -0.5683,  1.6925,  0.8106, 0.6258, -1.5472, -0.3712, -0.3660,  0.4510, -0.5297,  1.0424,  1.0302, 1.7725,  0.2048, -1.1460, -0.0140, -0.1253, -0.1542,  0.0341,  0.1347, -1.1850,  0.6469, -0.2005, -0.5387,  0.4662,  0.4330,  1.2833, -0.2767, -0.0887, -0.5535,  0.4001,  1.5186,  0.9252,  0.4241, -0.7932,  1.7817, -0.7711,  0.7607,  0.5108, -1.3953,  0.8124,  0.0684,  1.2310,  0.0718, -0.3029, -0.1211,  1.9772,  0.4075, -0.4554,  0.4677, -0.6947,  0.8054, 0.6586,  0.3478,  0.5732, -0.9859, -0.3331, -0.8194, -1.2638, -0.5622, -0.0928, -0.7870,  1.0837, -2.1262,  0.6944, -0.0666,  0.2001,  1.9171, -0.5504,  0.0574,  0.5231,  0.4347,  0.5538,  0.7013,  1.4503, -0.2935, -0.6954,  0.3627, -0.6555, -0.2823,  1.1274, -0.9433,  0.0151, -0.7546, -0.8449,  0.8504, -0.7741,  0.3019, -0.3904,  0.4446, -0.9205, -1.5278]], device='cuda:0', requires_grad=True) tensor([ 70,  70, 210]) tensor([ 70,  70, 210]) Batch prediction time: 173.1s labels_pred_cpu SHAPE (1, 1, 70, 70, 210) labels_gt_cpu SHAPE (1, 1, 70, 70, 210)",0.2817,5.3765,1.7002,0.9485,0.1622,0.133,2,Fold_2_Test_Set_healthy
['tt129_rf'],"Parameter containing: tensor([[-1.0225,  0.0220,  0.9132,  0.8718,  0.5721,  0.9928,  0.8629, -0.7850, -2.5325,  0.1813,  0.1735,  0.6302,  0.3502,  0.9233,  0.2412,  0.0251, 1.4661,  0.9206, -0.6336, -0.7888,  0.5509,  0.5987,  1.2551, -1.0694, -1.1984, -0.2925, -0.4324, -0.0095,  0.8792,  1.2183,  0.9529, -0.3019, -0.0333, -0.6687, -1.0146, -0.8086, -0.2766, -0.1138, -0.2670, -0.5893, -0.5398,  1.1662,  1.2581,  0.0175,  0.6341,  0.3351,  1.5850, -0.2117, -0.8481, -1.1232, -0.0786,  0.1477, -0.3499,  1.0114,  0.4901, -0.5644, 0.4110,  0.4104,  0.1824, -0.9153,  0.7650,  0.9627,  1.0296,  0.8122, 0.1246, -0.2832, -0.7860,  0.6296,  1.1160,  0.5601, -1.2778, -0.6551, 0.4914,  0.6739,  0.9820, -1.0408,  1.0723,  0.4279, -0.2287,  0.2108, 0.0397, -0.0155, -0.1312,  0.2871,  0.8120, -0.2619, -0.4663, -0.0524, 0.4832,  0.0104,  0.9143,  0.4958, -0.3365,  0.4285,  0.6188,  1.5507, 0.3071,  0.2906, -0.2405, -1.2945, -0.0192, -0.2391, -0.7725, -0.9034, 0.7966, -0.7971,  1.3416,  0.3526,  1.0104,  0.2451,  0.1295, -0.2192, -1.0841,  0.0304,  0.4048,  0.7634,  0.4125, -0.1563,  0.6163,  0.1364, 0.8044,  0.6186, -0.8862,  0.9089, -0.0673, -0.6223, -0.0190, -0.2513]], device='cuda:0', requires_grad=True) tensor([ 68,  76, 191]) tensor([ 68,  76, 191]) Batch prediction time: 165.9s labels_pred_cpu SHAPE (1, 1, 68, 76, 191) labels_gt_cpu SHAPE (1, 1, 68, 76, 191)",0.414,5.8896,1.7002,0.9303,0.2604,0.2717,2,Fold_2_Test_Set_healthy
['sujet10_rf_faible'],"Parameter containing: tensor([[ 0.4732, -0.2683,  0.7982, -0.7662, -0.1552,  0.7371,  0.7550, -0.6558, -0.6030, -0.0338,  0.2930,  0.3442,  0.4658,  0.2926, -0.0669,  0.3657, 0.5055, -0.3905,  0.8540, -0.1492,  0.3492,  0.5574, -0.6659, -0.5680, -1.0652, -1.0416,  1.3196, -0.9413,  0.5446, -0.3707, -0.6635,  2.0489, -0.3311,  0.1772,  0.5911,  0.6063,  0.0147, -0.1525, -0.6313,  1.1854, -0.5662, -0.3716,  0.5369, -1.2459, -0.4069,  0.6915,  0.2996,  0.8093, 0.0931, -0.1148,  0.0806,  0.6010,  1.0810,  0.0353,  0.9440, -0.5113, -0.2663,  0.6406,  0.0306, -0.7326,  1.0650,  1.0695, -0.8087,  0.6478, 0.3133, -1.2504, -0.2484, -0.1047,  0.6631,  0.9456, -0.4973,  1.3429, 0.5778,  1.5738, -0.2583, -0.5255,  0.7429, -0.9231, -0.5350,  0.4336, -0.6588, -0.5399,  0.8891,  1.2298,  0.2658,  0.2791, -0.4808,  0.8237, -0.1352, -0.2397, -0.1688, -1.2295,  0.2634, -0.5981, -0.4946,  0.1704, -0.9573, -0.4846, -0.0873,  0.0194,  1.2317, -0.7934,  1.2130,  1.5137, -0.4295, -0.3477,  0.2088, -0.9768, -0.4940, -0.3202,  1.2080,  0.1301, -0.3818,  1.4100, -0.2638,  0.5892, -0.4104, -1.0335,  0.7073,  0.5971, -0.4572, -0.7199,  0.4171, -1.2641, -0.6249, -0.4918, -0.5645, -1.6939]], device='cuda:0', requires_grad=True) tensor([ 68,  66, 225]) tensor([ 68,  66, 225]) Batch prediction time: 170.1s labels_pred_cpu SHAPE (1, 1, 68, 66, 225) labels_gt_cpu SHAPE (1, 1, 68, 66, 225)",0.6591,7.0356,2.5981,0.9343,0.108,0.0472,2,Fold_2_Test_Set_healthy
['sujet10_rf_fort'],"Parameter containing: tensor([[ 0.7754, -0.5586,  1.9375, -0.5765,  0.5728,  0.5137,  0.7282, -0.2556, -0.4486, -0.3492,  0.6241, -0.1342,  0.5257,  0.1093, -0.1546,  1.6772, 0.4712, -0.8576,  1.1145, -0.1608,  0.0893,  0.2741, -0.7625, -0.5641, 0.6479, -1.8965,  0.3043, -0.9297,  0.2875, -0.8481, -0.8473,  1.5323, -0.5118, -0.2460,  0.1411,  0.3446, -0.0639,  0.2535, -0.7181,  1.3630, -0.8365, -0.4597, -0.3129, -1.0330, -0.2458,  0.4421,  0.1737,  0.7567, 0.1817,  0.0372, -0.8711,  0.3826, -0.4106,  0.1551,  0.8834, -0.2253, -0.7957,  0.6283, -0.0360, -0.9030,  1.0856,  0.8890, -0.9145,  0.7406, 0.2281, -0.9894, -0.0870,  0.0754, -0.5531,  0.7910, -0.9192,  1.1035, 1.0574,  1.0139, -0.7524, -0.2101,  1.2479, -0.6566, -1.0921,  0.3563, -0.5559, -0.6515,  0.1680,  0.6294, -0.3480, -0.7728,  0.0802,  0.8639, -0.1649, -0.5847,  0.4224, -0.9476,  0.4047, -0.4437, -0.6585, -0.3540, -0.8909,  0.1584,  0.0033, -0.2236,  0.9639, -0.6275,  1.0656,  1.1914, -0.4810, -0.2425,  0.1154, -0.3648, -0.7484, -0.9046,  1.2084,  0.0883, -0.4773,  1.3722,  0.0280,  0.8288, -0.2464, -0.4733, -0.5958,  1.1768, -0.3950, -1.0738,  0.1604, -1.3000, -0.8164, -0.6652, -0.3309, -2.0299]], device='cuda:0', requires_grad=True) tensor([ 71,  66, 223]) tensor([ 71,  66, 223]) Batch prediction time: 176.0s labels_pred_cpu SHAPE (1, 1, 71, 66, 223) labels_gt_cpu SHAPE (1, 1, 71, 66, 223)",0.6093,6.8739,2.1213,0.9381,1.3871,0.6037,2,Fold_2_Test_Set_healthy
['sujet10_rf_pad'],"Parameter containing: tensor([[-9.2707e-02, -1.3805e+00,  9.6600e-01, -1.5085e-01, -5.2177e-01, 1.4189e+00,  6.8748e-01, -7.0737e-01, -3.0267e+00, -7.9820e-01, 1.3882e+00,  5.3626e-01, -9.6736e-01,  5.6972e-01, -2.3104e-01, 1.9784e+00,  1.1860e+00,  8.2185e-01,  1.7095e-01,  1.6161e-01, 1.9565e-01,  1.3890e+00,  1.6859e+00, -2.3292e-01, -1.0448e+00, 3.8250e-03,  9.5157e-01, -1.4322e+00, -2.2955e+00,  1.7533e+00, -1.6342e-01,  1.0703e+00, -1.4772e+00, -1.2403e-01,  5.1809e-01, 5.0990e-01, -5.9009e-01, -1.1935e-01, -1.0734e+00,  1.1765e+00, -1.0578e+00,  1.9482e-01,  1.2118e+00, -1.0753e+00, -5.3377e-01, 6.6666e-01,  8.2400e-02,  1.1296e+00, -1.2236e+00, -1.1212e+00, 1.2062e+00, -1.7939e+00, -8.3422e-01,  6.0969e-01,  9.8464e-01, -1.0349e+00, -7.7843e-01,  1.2361e+00, -1.5383e-01, -6.3542e-01, 1.4470e+00,  9.3189e-02, -6.2086e-01,  8.0678e-01,  3.6537e-01, -1.0059e+00, -1.1454e-01,  1.3449e+00,  2.5372e+00,  7.5277e-01, 4.6874e-01,  8.3043e-01,  1.1817e+00,  2.1807e+00,  1.3309e-01, -6.6237e-01, -9.7158e-01, -1.0763e+00, -4.9879e-01,  1.1018e+00, -6.1518e-01, -1.5833e+00,  4.1003e-01,  4.7827e-02, -3.1300e-01, 8.2419e-01, -5.7381e-01,  1.2900e-01,  1.5407e-02, -2.5600e-01, 1.3692e-01, -8.8479e-01, -1.2427e-01, -1.6785e-01, -8.5122e-01, 1.4797e-01, -6.7124e-01, -1.5371e+00, -1.0662e-01, -1.8075e+00, -9.9340e-02, -1.1773e+00, -1.1624e+00, -2.3069e+00, -4.4814e-01, -7.2535e-01,  1.0323e+00, -3.0728e-01, -9.4664e-01, -4.2024e-01, 6.8308e-01,  2.1278e-01, -1.8584e+00,  1.6343e+00, -9.7691e-01, 7.3805e-01,  1.0551e-01, -7.1417e-01, -9.0064e-01, -4.0070e-01, -3.4221e-01,  4.2957e-01,  1.2752e-03, -7.3050e-01, -6.7359e-01, -6.9080e-01, -9.8161e-01, -2.3453e-01]], device='cuda:0', requires_grad=True) tensor([ 73,  60, 207]) tensor([ 73,  60, 207]) Batch prediction time: 152.7s labels_pred_cpu SHAPE (1, 1, 73, 60, 207) labels_gt_cpu SHAPE (1, 1, 73, 60, 207)",0.475,6.7866,1.5996,0.9474,0.0819,0.037,2,Fold_2_Test_Set_healthy
['sujet11_rf_faible'],"Parameter containing: tensor([[ 2.9925e-01,  3.8933e-01, -3.7990e-01,  1.2381e+00, -1.1828e+00, 4.0267e-01,  2.6094e-01, -6.1827e-01, -2.4058e-01, -1.8751e-01, -2.3726e-02,  4.8978e-01,  1.3571e+00,  2.1021e-01,  5.2220e-01, 9.3814e-01,  6.4569e-01,  1.7319e+00,  1.2587e-01, -3.2064e-01, 1.2077e+00,  5.2561e-01,  5.6424e-01, -8.5685e-01, -1.6560e+00, 7.0691e-01,  1.3278e+00,  1.4652e-01,  1.9148e+00, -4.1860e-01, 2.7220e-01, -1.0306e+00,  8.9567e-01,  8.2781e-01,  8.1255e-01, 1.2598e+00, -5.3318e-01, -4.9562e-01, -4.9756e-02,  6.0132e-01, 2.3057e-01,  5.6257e-01,  9.9343e-01,  1.2961e+00,  9.0741e-02, 3.1329e-01, -4.5556e-01,  1.5872e-01,  1.0088e+00,  8.5685e-01, -1.7683e-01, -5.7754e-01,  1.3644e+00,  4.4946e-01,  3.7611e-01, 4.4420e-01,  1.6654e+00,  1.3098e-01, -2.7742e-01,  5.2454e-01, 5.0942e-01,  4.4821e-01, -8.2672e-01,  1.0456e-01, -2.2709e-01, 1.7337e-01, -1.2909e+00,  1.2174e+00,  7.7198e-01, -8.2741e-02, 5.9693e-01,  8.5824e-01, -2.0647e-01,  4.4408e-01,  1.6877e-01, 7.2794e-02,  2.6030e-02, -9.8853e-01,  1.2007e+00,  3.1390e-01, -2.2450e-01, -1.0464e+00,  1.5144e-01,  1.2452e+00, -6.6065e-01, 7.3787e-01, -6.9168e-01,  3.6522e-01, -5.6825e-01,  1.0953e+00, -1.9111e-01,  1.1969e-01, -1.1005e+00, -3.8326e-01,  5.4119e-02, 1.2967e+00,  2.5250e-02, -3.4931e-01,  7.6931e-01, -4.5850e-01, 5.4644e-02, -1.3004e+00,  1.2864e+00, -4.6498e-01, -5.0133e-01, -6.4788e-01,  1.7687e-01, -1.2146e-03, -2.1446e+00,  1.0798e+00, 2.3417e+00,  2.7091e-01, -9.3062e-02, -8.2045e-01, -8.0935e-01, 6.2708e-01, -4.9001e-01, -6.7335e-01,  5.1958e-01, -7.0174e-01, -1.9077e-01, -6.2399e-01,  5.3672e-01, -3.0473e-01, -6.5309e-01, -6.5368e-02, -8.6192e-01, -7.1885e-02]], device='cuda:0', requires_grad=True) tensor([ 72,  69, 217]) tensor([ 72,  69, 217]) Batch prediction time: 181.8s labels_pred_cpu SHAPE (1, 1, 72, 69, 217) labels_gt_cpu SHAPE (1, 1, 72, 69, 217)",0.2767,7.0101,1.7002,0.962,0.0934,0.0548,2,Fold_2_Test_Set_healthy
['sujet11_rf_fort'],"Parameter containing: tensor([[ 1.0790, -0.0555, -1.3713,  0.7027,  0.7345,  0.6228, -0.9490,  1.1790, -0.9551, -1.0175, -1.3159, -1.2874,  0.8623,  0.2912,  1.8437,  1.1167, 0.7475, -0.8329, -0.6156, -1.1315, -1.0077,  1.5489, -0.6439, -1.1445, 0.5005, -0.8823, -0.0185, -1.8832,  0.7221, -0.2613, -1.2427,  1.6567, 1.9364,  0.5489, -1.2302,  1.0643, -0.2548,  1.4835, -1.6421, -1.2785, -0.9291, -1.4383, -0.1175, -0.0122, -0.9328, -0.6214,  0.7368, -0.9940, 0.8665,  1.4665, -0.3296, -1.4518,  0.2037, -0.8748,  0.1953, -1.6793, 0.1971,  0.1000, -2.0687, -0.8079,  0.5576, -0.2968,  0.1284, -0.4920, -0.6573,  0.5219, -1.4979,  0.4419, -0.9469, -1.0592,  1.8273, -0.2695, 0.5831, -0.7012, -1.0165,  0.9799,  0.6995, -0.3055,  0.7496,  0.1162, 0.3027, -0.8109, -0.2198,  0.0790, -0.7704, -0.9194, -0.0911, -0.7236, -1.3245,  1.4831, -0.4428,  0.1560, -0.7746,  0.5077,  1.9248,  1.4112, 0.8590,  0.4101,  0.4573, -1.9248, -1.1325,  0.1882,  0.4904, -0.0748, -0.0150,  1.1768, -0.3429, -0.9400,  0.2434,  1.2968, -1.1383, -0.6059, 0.5895,  0.5033,  1.4385,  1.5979, -0.5412, -0.2776,  2.0661,  0.4137, -1.1994, -0.3991, -0.5081, -0.3560,  0.1120,  0.2347, -0.9218, -0.7360]], device='cuda:0', requires_grad=True) tensor([ 69,  82, 184]) tensor([ 69,  82, 184]) Batch prediction time: 174.8s labels_pred_cpu SHAPE (1, 1, 69, 82, 184) labels_gt_cpu SHAPE (1, 1, 69, 82, 184)",0.4499,7.2133,1.7002,0.9438,0.1425,0.0833,2,Fold_2_Test_Set_healthy
['sujet11_rf_pad'],"Parameter containing: tensor([[-0.1523,  1.1187, -1.2434,  0.3631, -0.6919,  0.5831,  0.7649, -1.3184, -2.0120, -0.1209,  0.5890, -0.0945, -1.2023,  0.0960,  0.4116,  2.1202, -0.1116, -0.0223, -0.4032, -0.8762, -0.0680,  0.0560,  0.6596, -0.3114, -1.5646, -0.3407, -0.0779,  1.1310,  0.6060,  0.4467,  1.2005, -1.3338, 1.3769, -0.9159,  0.0027,  0.2026, -1.1601, -0.9393,  0.2920,  0.6714, 0.2750,  0.2920,  1.1630,  0.2602,  0.5627, -0.7251, -0.4997,  1.5384, 1.4203,  0.9795,  0.2705, -0.8477, -0.4796,  0.3203,  0.3860,  0.8003, 2.2460,  0.4829, -0.0478, -0.1725,  0.2242,  0.2287, -0.6408, -1.0156, 0.3255,  0.4570, -0.6943,  0.0518,  1.2965, -0.4726,  1.0345,  0.5726, 0.0084, -1.2595, -1.4893, -0.3480,  0.3107, -0.8350,  0.7227,  0.2145, 0.2661,  0.8450,  0.9689, -0.2100,  0.6954,  0.9770, -0.7030,  0.2851, 0.2343,  0.9936,  0.1543, -0.5124, -0.7665, -0.5231, -0.5963,  1.2558, 0.2092,  0.0475, -0.3999, -0.5345,  0.5130, -1.2319,  0.5768,  0.6210, -0.4358, -0.3454,  0.9601, -0.1720, -1.6165,  0.7874,  1.0298,  0.2891, -0.0972, -0.8899, -0.8357,  0.7785,  0.7591, -0.5930, -0.0912,  0.0406, -0.2497, -0.0934, -0.2864, -0.1193, -0.2137, -0.1459, -0.8019, -1.4142]], device='cuda:0', requires_grad=True) tensor([ 70,  75, 200]) tensor([ 70,  75, 200]) Batch prediction time: 176.5s labels_pred_cpu SHAPE (1, 1, 70, 75, 200) labels_gt_cpu SHAPE (1, 1, 70, 75, 200)",0.3443,5.3994,1.7998,0.9553,1.3414,0.752,2,Fold_2_Test_Set_healthy
['sujet8_rf_faible'],"Parameter containing: tensor([[-0.6707,  0.4236, -0.3666,  0.7421, -0.9304,  0.7681,  0.9258, -0.7791, -0.1143, -0.3264,  1.1919,  0.1556, -1.1153,  1.1314,  0.0045, -0.2620, 0.9051,  0.0992,  0.0851, -0.4193,  0.1397,  1.6336, -0.5296, -0.2223, -0.1478,  0.4941,  0.9330, -0.7986, -1.3512,  0.2969,  0.4126,  0.2406, -1.8541, -1.1683, -0.2405, -0.3276,  0.6983, -0.8239, -0.4428,  0.5478, -0.9354,  0.3419, -0.2355, -0.5387,  1.0522,  0.3012,  0.9418,  0.9666, 0.0874, -0.5860,  0.8016, -0.9645,  0.5398,  0.5764, -0.4408, -0.9495, -1.3418,  0.6752, -0.4570, -0.9131,  1.7876, -0.0973, -0.0673,  0.7543, 0.4601, -0.4687, -1.4836, -0.4885,  0.3195, -0.0757,  0.6930, -0.1828, 1.3991, -0.3169,  0.6314,  0.1401, -0.3313,  0.2782, -0.0109,  0.0337, -0.6957, -0.7832,  0.3011,  0.4107, -0.3522,  0.8089, -0.4337,  0.0416, 0.1597, -0.3045,  0.2433, -0.2428,  0.9066, -0.4976, -1.2050,  0.2256, -0.4217, -1.0331,  0.1699,  0.6721,  0.7199, -0.8277,  0.0730, -2.0343, -0.5337, -0.3210, -1.2699,  0.5828, -0.1283, -1.3530,  0.1680,  0.1864, -0.1445,  0.7124, -0.2047,  0.8942,  0.8572, -0.6774,  1.4746, -0.5173, 1.4167,  1.6784,  0.0441, -0.6924, -0.1347, -0.5036, -0.1863,  0.3659]], device='cuda:0', requires_grad=True) tensor([ 81,  59, 225]) tensor([ 81,  59, 225]) Batch prediction time: 181.1s labels_pred_cpu SHAPE (1, 1, 81, 59, 225) labels_gt_cpu SHAPE (1, 1, 81, 59, 225)",0.321,6.1847,1.5,0.9587,0.8741,0.651,2,Fold_2_Test_Set_healthy
['sujet8_rf_fort'],"Parameter containing: tensor([[-0.4532,  0.0543, -0.3335,  0.2407, -0.2443,  0.8512,  1.1790, -0.0448, -0.1565, -0.3706,  1.6032,  0.6357, -0.8111,  1.1551,  0.5695,  0.5456, -0.2939, -0.7128, -0.6818, -0.4141, -0.0067,  1.2182, -1.0498, -0.6936, -0.2495, -1.0031,  0.5515, -1.2469,  0.9646,  0.6610, -0.2679,  1.1374, -0.9304, -1.4832,  0.9005, -0.2444, -0.0786, -0.3145, -1.1687,  0.6526, -1.2286, -1.0723,  0.4705,  0.0252,  0.4359,  1.0364,  0.3930,  0.6179, -0.5375,  0.2992, -1.1663,  1.0093,  0.1219, -1.0442, -0.1277, -0.7271, -0.1876,  0.7206, -0.4832, -0.3891,  0.8899, -0.1293,  1.3538,  0.2252, 1.5905, -0.9813, -0.6659, -0.3725,  0.1911,  0.5259,  2.2156,  0.0804, 0.0193, -0.3125,  0.1743,  0.4099,  0.4843,  0.3382,  0.0238,  0.1391, -0.5378, -1.1582, -0.3071,  0.4646, -1.2875,  0.2862, -0.2903, -0.2070, -0.2874, -0.3433, -0.2475,  0.0558,  0.5286, -0.5734, -0.7120, -0.5320, -0.9381, -1.5102,  0.8986, -1.0011, -0.0027,  1.5720,  0.6613, -1.6992, -0.6283,  0.0989, -1.1347, -1.0683,  0.1374, -0.4720,  0.4242,  0.8309, -0.6447,  0.6079,  0.0467, -0.3751, -0.6581, -0.9547,  1.0326, -0.3428, -0.6282,  0.7592,  0.1793, -0.4067, -0.7618, -0.9477, -0.4651,  0.3267]], device='cuda:0', requires_grad=True) tensor([ 65,  67, 221]) tensor([ 65,  67, 221]) Batch prediction time: 162.0s labels_pred_cpu SHAPE (1, 1, 65, 67, 221) labels_gt_cpu SHAPE (1, 1, 65, 67, 221)",0.3269,5.4083,1.5,0.9589,0.5974,0.4407,2,Fold_2_Test_Set_healthy
['sujet8_rf_pad'],"Parameter containing: tensor([[-1.0174,  0.0399,  0.6083,  0.9318, -1.9401,  1.4835,  0.5173, -0.5010, -0.7855, -1.2190,  0.5488, -0.8674, -1.2648,  0.9577, -1.7060, -0.0736, -0.9116, -0.5153,  0.2507,  0.8999,  0.3093, -0.9247,  0.6511, -0.2709, -0.2443,  1.9426, -1.3481, -0.7894,  0.3970,  0.6841,  1.6890,  0.6819, 0.7800,  0.8427, -0.1817, -2.1078, -0.9617,  1.0433, -1.2873,  0.4812, -1.0481,  0.6298, -0.2325, -0.0122,  0.6659, -1.6948, -1.0759,  1.3676, -1.4441, -0.5973,  1.1612, -1.5600, -0.9876,  0.5757,  1.1653, -0.8479, -1.9685, -1.3857,  0.8309,  0.1100,  0.0825, -0.8544, -1.2349,  1.3351, 0.6681, -0.4578, -0.9994,  0.3649, -1.0257,  0.5730, -1.1360, -0.7892, -0.0389, -0.6260, -0.7691, -0.4722, -1.3280,  1.6122, -1.5094,  0.0491, -0.7068, -0.5647,  0.6231, -1.4658,  0.2199,  0.5635, -0.2638,  1.4373, 0.9948, -0.0115,  0.0101, -0.1510,  2.1084, -0.4789, -0.6044,  1.1312, 0.1556, -0.5699, -0.5993, -1.1210, -1.8669, -0.4713, -0.0338, -1.5938, -1.1725, -1.1656,  0.5148,  1.1257, -0.2631, -0.6780,  1.0117,  1.1100, 1.3306,  0.6924, -0.4392,  0.7324,  0.1098, -0.7191,  0.0587, -0.8954, 0.3242,  0.4573,  1.2152, -0.2658, -0.1180, -1.0293, -0.0968,  0.6700]], device='cuda:0', requires_grad=True) tensor([ 79,  62, 203]) tensor([ 79,  62, 203]) Batch prediction time: 167.2s labels_pred_cpu SHAPE (1, 1, 79, 62, 203) labels_gt_cpu SHAPE (1, 1, 79, 62, 203)",0.2854,9.1241,1.5,0.9603,0.3274,0.2437,2,Fold_2_Test_Set_healthy
